"","h1n1_concern","h1n1_knowledge","behavioral_antiviral_meds","behavioral_avoidance","behavioral_face_mask","behavioral_wash_hands","behavioral_large_gatherings","behavioral_outside_home","behavioral_touch_face","doctor_recc_h1n1","doctor_recc_seasonal","chronic_med_condition","child_under_6_months","health_worker","health_insurance","opinion_h1n1_vacc_effective","opinion_h1n1_risk","opinion_h1n1_sick_from_vacc","opinion_seas_vacc_effective","opinion_seas_risk","opinion_seas_sick_from_vacc","age_group","education","race","sex","income_poverty","marital_status","rent_or_own","employment_status","hhs_geo_region","census_msa","household_adults","household_children","employment_industry","employment_occupation","h1n1_vaccine","seasonal_vaccine"
"179",3,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,5,2,5,4,5,"35-44","<12 Yrs","White","Female","Below Poverty","Married","Own","~Labor","C","Not Principle",1,1,"","",TRUE,FALSE
"180",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"35-44","Grad","Hispanic","Female",">75K","Married","Own","~Labor","A","Not Principle",1,3,"","",TRUE,FALSE
"182",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,2,4,5,5,4,"45-54","12 Yrs","White","Female","<=75K","Married","Own","Emp","C","Not Principle",1,0,"a","a",FALSE,FALSE
"183",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,4,2,2,"65+","College","White","Female","<=75K","Married","Own","~Labor","C","Not Principle",1,0,"","",FALSE,FALSE
"186",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,5,4,5,4,2,"65+","12 Yrs","White","Male","<=75K","Married","Own","~Labor","E","Non",1,0,"","",TRUE,TRUE
"187",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"45-54","12 Yrs","Black","Male","<=75K","Not Married","Rent","Emp","J","Principle",0,0,"s","r",FALSE,FALSE
"188",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,2,2,1,1,"65+","College","Black","Male","<=75K","Not Married","Own","~Labor","E","Not Principle",0,0,"","",FALSE,FALSE
"189",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,2,4,4,2,"55-64","<12 Yrs","White","Female","<=75K","Not Married","Own","Emp","D","Non",2,0,"d","i",FALSE,FALSE
"190",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,4,5,4,5,2,"55-64","12 Yrs","White","Female","","Married","Own","~Labor","G","Not Principle",1,0,"","",FALSE,TRUE
"191",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,4,5,2,4,"18-34","12 Yrs","Other","Female","Below Poverty","Not Married","Rent","Emp","H","Non",0,3,"j","d",FALSE,FALSE
"192",0,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,1,1,4,2,1,"45-54","12 Yrs","White","Male","<=75K","Not Married","Own","unEmp","H","Not Principle",1,1,"","",FALSE,FALSE
"193",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",5,4,4,5,5,2,"18-34","<12 Yrs","Black","Female",">75K","Not Married","Own","~Labor","C","Not Principle",3,0,"","",TRUE,TRUE
"194",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,2,2,5,5,4,"18-34","College","White","Female","<=75K","Married","Rent","unEmp","E","Not Principle",1,0,"","",FALSE,TRUE
"196",2,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,4,1,4,4,1,"55-64","College","White","Female","<=75K","Married","Own","~Labor","G","Non",1,0,"","",TRUE,TRUE
"197",0,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",5,1,1,5,1,1,"55-64","College","White","Male","<=75K","Married","Own","Emp","F","Not Principle",1,0,"i","i",TRUE,TRUE
"198",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,4,2,2,"18-34","<12 Yrs","White","Female",">75K","Not Married","Rent","~Labor","A","Non",2,2,"","",FALSE,FALSE
"200",1,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",3,3,2,4,1,1,"18-34","Grad","Black","Female",">75K","Not Married","Own","Emp","G","Principle",2,0,"k","p",FALSE,TRUE
"202",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,4,4,4,4,"18-34","12 Yrs","White","Female","<=75K","Not Married","Rent","Emp","B","Non",1,0,"q","i",FALSE,FALSE
"205",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,4,4,4,4,2,"45-54","Grad","White","Male",">75K","Married","Own","Emp","E","Principle",3,0,"l","b",TRUE,TRUE
"208",3,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,4,4,5,5,2,"55-64","<12 Yrs","Hispanic","Female","Below Poverty","Not Married","Rent","~Labor","J","Not Principle",0,0,"","",FALSE,TRUE
"210",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",5,1,1,5,4,4,"55-64","Grad","White","Male","<=75K","Married","Own","Emp","J","Non",1,0,"l","j",FALSE,TRUE
"213",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"1",5,2,1,5,4,1,"55-64","Grad","White","Male",">75K","Married","Own","Emp","G","Not Principle",1,0,"l","a",FALSE,TRUE
"214",0,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0",4,4,1,4,4,1,"18-34","Grad","White","Female","<=75K","Not Married","Rent","Emp","B","Principle",2,0,"i","m",TRUE,TRUE
"216",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,4,4,5,4,4,"65+","College","White","Female","<=75K","Married","Own","~Labor","J","Not Principle",1,0,"","",TRUE,TRUE
"217",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,4,5,2,4,"35-44","Grad","White","Female",">75K","Married","Own","Emp","G","Principle",1,0,"f","b",FALSE,TRUE
"220",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,4,4,5,4,4,"45-54","12 Yrs","White","Male",">75K","Married","Own","Emp","D","Non",1,2,"e","b",TRUE,TRUE
"222",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,2,2,5,1,1,"18-34","12 Yrs","White","Male","<=75K","Not Married","Rent","Emp","F","Not Principle",1,0,"e","g",FALSE,FALSE
"224",1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",2,2,2,5,2,2,"55-64","12 Yrs","White","Female","Below Poverty","Married","Rent","~Labor","H","Not Principle",1,0,"","",FALSE,TRUE
"226",3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,1,4,4,1,2,"55-64","<12 Yrs","Black","Male","","Married","Rent","~Labor","F","Principle",1,0,"","",TRUE,FALSE
"227",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,4,2,1,"65+","Grad","White","Female","","Not Married","Own","Emp","C","Principle",0,0,"q","j",FALSE,TRUE
"229",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"1",5,2,2,5,2,1,"35-44","College","Other","Male",">75K","Married","Own","Emp","D","Not Principle",1,1,"k","o",TRUE,TRUE
"231",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",5,2,4,5,2,4,"55-64","<12 Yrs","White","Female",">75K","Married","Own","~Labor","G","Not Principle",1,0,"","",FALSE,TRUE
"237",1,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,2,4,2,2,"65+","Grad","White","Female","<=75K","Married","Own","~Labor","J","Non",1,0,"","",FALSE,TRUE
"241",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",3,3,2,4,1,1,"55-64","College","Other","Female","<=75K","Not Married","Rent","unEmp","C","Not Principle",0,0,"","",FALSE,FALSE
"243",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,2,1,4,2,1,"35-44","College","White","Female",">75K","Not Married","Own","~Labor","D","Non",0,3,"","",FALSE,FALSE
"245",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,2,2,5,5,2,"45-54","Grad","White","Female",">75K","Married","Own","Emp","G","Not Principle",3,0,"c","k",FALSE,TRUE
"248",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,2,2,5,2,1,"35-44","Grad","White","Male",">75K","Married","Own","Emp","B","Not Principle",1,1,"c","c",FALSE,TRUE
"254",1,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,4,2,2,4,2,"45-54","College","White","Female","<=75K","Married","Own","Emp","H","Principle",1,0,"j","b",FALSE,TRUE
"255",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",5,2,1,4,5,1,"65+","Grad","White","Female","<=75K","Married","Own","~Labor","J","Principle",1,0,"","",FALSE,TRUE
"256",1,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0",5,5,4,5,5,4,"18-34","<12 Yrs","Hispanic","Female","Below Poverty","Not Married","Rent","Emp","J","Not Principle",3,3,"d","d",FALSE,FALSE
"258",2,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"1",4,2,1,5,4,1,"55-64","Grad","White","Male",">75K","Married","Own","Emp","I","Not Principle",1,0,"c","c",FALSE,TRUE
"261",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"65+","Grad","Other","Female",">75K","Married","Own","unEmp","G","Principle",1,0,"","",FALSE,FALSE
"263",2,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"1",5,4,4,5,5,4,"55-64","College","White","Female","<=75K","Not Married","Own","Emp","B","Non",1,0,"i","m",TRUE,TRUE
"264",0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,2,1,5,4,4,"65+","Grad","Hispanic","Male",">75K","Married","Own","~Labor","J","Non",1,0,"","",TRUE,TRUE
"266",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",4,3,2,5,4,4,"65+","Grad","White","Male","<=75K","Not Married","Rent","~Labor","B","Principle",0,0,"","",FALSE,FALSE
"269",2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,4,4,5,4,4,"35-44","Grad","White","Male",">75K","Married","Own","Emp","A","Principle",1,2,"q","b",TRUE,TRUE
"271",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,4,4,2,4,"35-44","Grad","White","Female",">75K","Married","Own","~Labor","E","Principle",1,3,"","",FALSE,FALSE
"273",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"0",3,5,4,5,5,5,"45-54","<12 Yrs","Hispanic","Male","","Married","Rent","Emp","E","Principle",2,0,"d","d",FALSE,TRUE
"274",0,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",1,1,1,1,1,1,"65+","College","White","Male","","","Own","","A","Non",0,0,"","",FALSE,FALSE
"275",2,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,2,4,2,2,"55-64","College","White","Male","<=75K","Not Married","Own","unEmp","C","Not Principle",2,0,"","",FALSE,FALSE
"277",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",3,2,4,5,2,5,"65+","College","White","Female","","Married","Own","~Labor","F","Not Principle",1,0,"","",TRUE,TRUE
"279",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,4,4,5,4,4,"18-34","Grad","White","Female","<=75K","Married","Own","Emp","D","Non",1,2,"f","h",TRUE,TRUE
"280",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,4,1,5,4,2,"45-54","Grad","Hispanic","Female","<=75K","Not Married","Own","Emp","A","Not Principle",0,2,"g","i",FALSE,TRUE
"282",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"0",4,2,2,4,4,4,"45-54","12 Yrs","White","Female","<=75K","Married","Own","~Labor","G","Non",1,1,"","",FALSE,FALSE
"284",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,1,4,4,5,2,"18-34","12 Yrs","Hispanic","Male","","Not Married","Own","~Labor","G","Not Principle",3,0,"","",FALSE,TRUE
"285",3,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",2,4,5,4,4,4,"35-44","Grad","White","Male","","Not Married","","Emp","A","Non",0,2,"f","j",TRUE,TRUE
"288",3,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,2,1,2,2,2,"18-34","Grad","Other","Female","<=75K","Married","Rent","Emp","H","Principle",1,1,"a","a",FALSE,FALSE
"289",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"1",4,4,4,4,4,4,"55-64","Grad","White","Female",">75K","Married","Own","Emp","F","Not Principle",1,0,"i","m",FALSE,TRUE
"290",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,1,2,4,2,2,"45-54","Grad","White","Female",">75K","Not Married","Own","unEmp","F","Not Principle",0,0,"","",FALSE,FALSE
"294",1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",3,2,2,3,2,2,"65+","College","Other","Female","<=75K","Not Married","Own","~Labor","C","Non",0,0,"","",FALSE,FALSE
"297",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",3,1,1,3,1,1,"18-34","12 Yrs","White","Male",">75K","Not Married","Own","Emp","A","Non",1,0,"o","g",FALSE,FALSE
"299",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"1",5,2,2,2,4,1,"45-54","Grad","White","Female","<=75K","Not Married","Own","Emp","I","Not Principle",3,0,"i","m",FALSE,FALSE
"302",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,2,2,2,"18-34","Grad","White","Male","<=75K","Not Married","Own","unEmp","C","Not Principle",1,0,"","",FALSE,FALSE
"306",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,1,1,2,1,1,"55-64","<12 Yrs","White","Female","<=75K","Not Married","Own","Emp","A","Non",0,0,"l","i",FALSE,FALSE
"307",0,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,5,1,5,5,1,"55-64","Grad","White","Male",">75K","Not Married","Own","Emp","F","Non",3,1,"q","b",TRUE,TRUE
"308",0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,2,1,4,4,1,"18-34","College","White","Male","<=75K","Married","Rent","Emp","A","Non",1,1,"u","w",TRUE,TRUE
"310",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,5,1,1,"65+","Grad","White","Female","<=75K","Not Married","Own","~Labor","H","Principle",0,0,"","",FALSE,FALSE
"311",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,1,1,5,1,1,"55-64","Grad","Black","Male","","Not Married","Rent","Emp","G","Principle",0,0,"k","j",FALSE,FALSE
"314",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,1,2,5,2,2,"45-54","12 Yrs","Other","Male","<=75K","Not Married","Own","Emp","G","Non",0,0,"e","b",FALSE,FALSE
"316",0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"0",4,1,1,4,1,1,"45-54","Grad","White","Male",">75K","Married","Own","Emp","J","Not Principle",2,1,"c","k",FALSE,FALSE
"319",0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"1",4,2,1,2,1,1,"45-54","12 Yrs","White","Male",">75K","Married","Own","Emp","A","Non",1,0,"q","b",TRUE,TRUE
"320",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,2,2,4,2,2,"45-54","Grad","White","Male","<=75K","Not Married","Own","unEmp","B","Not Principle",3,0,"","",TRUE,TRUE
"321",0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,4,1,1,"65+","College","White","Female","<=75K","Not Married","Own","~Labor","C","Not Principle",0,0,"","",FALSE,FALSE
"323",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,2,5,5,2,"45-54","12 Yrs","White","Female",">75K","Married","Own","Emp","G","Not Principle",1,0,"k","j",TRUE,TRUE
"324",1,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,5,2,1,"55-64","12 Yrs","White","Female",">75K","Married","Own","~Labor","F","Not Principle",1,0,"","",TRUE,TRUE
"326",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,3,2,1,"35-44","Grad","White","Female",">75K","Married","Own","~Labor","G","Principle",1,2,"","",TRUE,TRUE
"327",0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,4,1,1,"35-44","12 Yrs","White","Female",">75K","Married","Own","Emp","A","Principle",1,2,"a","a",FALSE,FALSE
"330",2,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",4,5,4,4,5,4,"45-54","Grad","White","Male",">75K","Married","Own","Emp","B","Not Principle",1,0,"i","b",TRUE,TRUE
"336",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,4,4,4,4,"65+","College","White","Female",">75K","Married","Own","~Labor","H","Non",1,0,"","",FALSE,TRUE
"337",0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,1,1,4,1,1,"18-34","12 Yrs","White","Female","Below Poverty","Not Married","Rent","unEmp","B","Not Principle",0,0,"","",FALSE,FALSE
"338",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,4,4,2,2,"65+","12 Yrs","White","Male","<=75K","Married","Own","~Labor","J","Non",1,0,"","",FALSE,FALSE
"340",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,4,2,4,4,1,"18-34","Grad","White","Female","<=75K","Married","Own","Emp","G","Principle",1,2,"c","c",TRUE,TRUE
"341",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"18-34","Grad","White","Male","<=75K","Married","Rent","Emp","F","Non",1,1,"b","s",FALSE,FALSE
"342",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,1,1,4,2,1,"18-34","12 Yrs","White","Male","<=75K","Not Married","Own","Emp","B","Not Principle",0,0,"n","u",FALSE,FALSE
"344",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"0",4,1,4,4,1,4,"18-34","Grad","White","Male","<=75K","Not Married","Own","Emp","F","Principle",2,1,"f","h",FALSE,FALSE
"345",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,4,5,5,4,2,"45-54","College","Black","Female","Below Poverty","Not Married","Rent","~Labor","B","Not Principle",0,1,"","",FALSE,TRUE
"347",3,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,4,2,5,5,1,"65+","College","White","Male",">75K","Married","Rent","~Labor","H","Non",3,1,"","",TRUE,TRUE
"349",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",3,1,4,4,4,4,"55-64","Grad","White","Female",">75K","Married","Own","Emp","I","Not Principle",1,0,"c","c",TRUE,TRUE
"352",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,4,1,5,4,1,"65+","12 Yrs","White","Female","<=75K","Married","Own","~Labor","B","Not Principle",1,0,"","",FALSE,TRUE
"354",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,1,4,5,2,1,"35-44","College","Black","Female","","Not Married","Rent","~Labor","F","Not Principle",0,2,"","",FALSE,TRUE
"356",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,4,2,2,"35-44","College","White","Female","<=75K","Not Married","Own","unEmp","B","Non",1,2,"","",FALSE,FALSE
"358",2,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,4,4,5,4,4,"65+","Grad","White","Male",">75K","Married","Own","~Labor","B","Principle",1,0,"","",TRUE,FALSE
"359",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,4,2,4,4,2,"35-44","Grad","White","Female","<=75K","Married","Own","Emp","J","Non",1,3,"c","c",FALSE,FALSE
"360",3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,5,5,5,5,1,"45-54","12 Yrs","White","Male","<=75K","Not Married","Own","~Labor","D","Non",0,0,"","",TRUE,TRUE
"361",3,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,4,5,5,4,5,"55-64","<12 Yrs","Other","Female","Below Poverty","Married","Own","~Labor","H","Principle",3,0,"","",FALSE,FALSE
"363",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,1,"18-34","Grad","White","Male",">75K","Not Married","Own","Emp","G","Principle",0,0,"k","b",FALSE,TRUE
"365",0,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"1",4,1,1,4,1,1,"55-64","College","White","Female","<=75K","Not Married","Rent","Emp","H","Not Principle",0,0,"i","m",TRUE,TRUE
"366",3,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,4,4,2,2,"65+","<12 Yrs","White","Female","<=75K","Not Married","Own","~Labor","F","Non",0,0,"","",FALSE,TRUE
"368",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,4,4,2,1,"55-64","Grad","White","Female",">75K","Married","Own","Emp","A","Non",1,0,"c","c",FALSE,FALSE
